60,0,0,0,7692,1
60,0,0,0,6098,1
60,0,0,0,5102,1
60,0,0,0,4545,1
60,0,0,0,3831,1
60,0,0,0,4545,1
60,0,0,0,5102,1
60,0,0,0,6098,1
60,0,0,0,7692,1
60,0,0,0,6098,1
60,0,0,0,5102,1
60,0,0,0,4545,1
60,0,0,0,3831,1
60,0,0,0,4545,1
40,0,0,0,5102,1
20,3040,3831,5102,256,0
40,3040,3831,5102,6098,1
20,3040,3831,5102,256,0
40,3040,3831,5102,7692,1
20,2551,3040,3831,256,0
40,1912,2551,3040,6098,1
20,2273,2865,3413,256,0
40,2551,3040,3831,5102,1
20,2551,3040,3831,256,0
40,1912,2551,3040,4545,1
20,2273,2865,3413,256,0
40,2551,3040,3831,7692,1
20,3040,3831,5102,256,0
40,256,256,256,4545,1
20,2551,3040,3831,256,0
60,256,256,256,5102,1
40,0,0,0,6098,1
20,3040,3831,5102,256,0
40,3040,3831,5102,7692,1
20,2551,3040,3831,256,0
40,1912,2551,3040,6098,1
20,2273,2865,3413,256,0
40,2551,3040,3831,5102,1
20,2551,3040,3831,256,0
40,1912,2551,3040,4545,1
20,2273,2865,3413,256,0
40,2551,3040,3831,3831,1
20,3040,3831,5102,256,0
40,256,256,256,4545,1
20,3040,3831,5102,256,0
40,256,256,256,5102,1
20,3040,3831,5102,256,0
40,2865,3413,4545,6098,1
20,3040,3831,5102,256,0
60,2273,2865,3831,5747,1
60,2273,2865,3831,9091,1
40,2273,2865,3831,7692,1
20,2273,2865,3831,256,0
40,256,256,256,6849,1
20,2273,2865,3831,256,0
60,256,256,256,7692,1
60,256,256,256,9091,1
40,0,0,0,10204,1
20,2551,3040,3831,256,0
40,2273,2865,3413,6849,1
20,2028,2710,3215,256,0
40,1912,2551,3040,7692,1
20,2551,3040,3831,256,0
40,2551,3040,3831,6098,1
20,2551,3040,3831,256,0
40,256,256,256,5102,1
20,2551,3040,3831,256,0
40,2273,2865,3413,4545,1
20,2028,2710,3215,256,0
40,1912,2551,3040,3831,1
20,2551,3040,3831,256,0
40,2551,3040,3831,4545,1
20,2551,3040,3831,256,0
40,256,256,256,5102,1
20,2273,2865,3831,256,0
40,2273,2865,3831,5747,1
20,2146,2710,3610,256,0
40,2028,2551,3413,5102,1
20,2028,2551,3413,256,0
60,2028,2551,3413,8130,1
40,256,256,256,6849,1
20,2028,2551,3413,256,0
40,2028,2551,3413,5747,1
20,2146,2710,3610,256,0
40,2273,2865,3831,5747,1
20,2273,2865,3831,256,0
60,2273,2865,3831,7692,1
40,0,0,0,9091,1
20,1912,2551,3040,256,0
40,256,256,256,11494,1
20,1912,2710,3215,256,0
40,1912,2551,3040,7692,1
20,1912,2551,3040,256,0
40,1912,2273,2865,6098,1
20,1912,2710,3215,256,0
40,1912,2551,3040,5102,1
20,1912,2551,3040,256,0
40,1912,2273,2865,4545,1
20,1912,2710,3215,256,0
40,1912,2551,3040,3831,1
20,1912,2551,3040,256,0
40,1912,2273,2865,4545,1
20,1912,2551,3040,256,0
60,256,256,256,5102,1
40,0,0,0,6098,1
20,2551,3040,3831,256,0
40,2551,3040,3831,7692,1
20,2551,3040,3831,256,0
40,1912,2551,3040,6098,1
20,2273,2865,3413,256,0
40,2551,3040,3831,5102,1
20,2551,3040,3831,256,0
40,1912,2551,3040,4545,1
20,2273,2865,3413,256,0
40,2551,3040,3831,3831,1
20,3040,3831,5102,256,0
40,256,256,256,4545,1
20,2551,3040,3831,256,0
60,256,256,256,5102,1
40,0,0,0,6098,1
20,2551,3040,3831,256,0
40,2551,3040,3831,7692,1
20,2551,3040,3831,256,0
40,1912,2551,3040,6098,1
20,2273,2865,3413,256,0
40,2551,3040,3831,5102,1
20,2551,3040,3831,256,0
40,1912,2551,3040,4545,1
20,2273,2865,3413,256,0
40,2551,3040,3831,3831,1
20,3040,3831,5102,256,0
